GeneID,logFC,AveExpr,t,P.Value,adj.P.Val,B,R,feature,class,chromosome,start,end,name,product_accession,Jr-GeneID,Jr-chromosome,Subcell_loc,Score,Parent_haplotype
108991889,-2.53210285011102,17.8018386112985,-3.20943047324146,0.00346073469778237,0.0372317374569753,-1.75480514462729,0.452524464121919,CDS,with_protein,7,51035148,,60S ribosomal protein L35a-1,XP_018821838.1,,,C:chloroplast,1,J.regia
118343701,-2.52847293250556,20.5267481822472,-2.92902950330368,0.00689794312556244,0.048032602886198,-2.3226024799141,0.420241081161441,CDS,with_protein,5,21653981,,disease resistance protein RUN1-like,XP_035545994.1,,,C:nucleus,1,J.regia
108998465,-2.52122991013716,62.0503694975711,-3.98302399500689,0.000473709684092768,0.020291160093778,-0.122953858131178,0.532899167620867,CDS,with_protein,14,8173650,,tropinone reductase homolog At2g29330-like,XP_018830560.1,,,C:cytoplasm,0.7,J.regia
108998465,-2.52122991013716,62.0503694975711,-3.98302399500689,0.000473709684092768,0.020291160093778,-0.122953858131178,0.532899167620867,CDS,with_protein,14,8173650,,tropinone reductase homolog At2g29330-like,XP_035541037.1,,,C:cytoplasm,0.7,J.regia
108984668,-2.50481211201615,59.6592747631422,-3.3151499290449,0.0026545375555239,0.034063845786461,-1.76562447978055,0.46425836275438,CDS,with_protein,9,21019803,,21 kDa protein-like,XP_018812240.1,,,C:extracellular space,0.99,J.regia
109013680,-2.45832474655723,179.847802456536,-3.30974067077278,0.00269097054491954,0.0341261588751584,-1.75828273818533,0.463663801719016,CDS,with_protein,13,16313449,,galactinol synthase 1,XP_018851390.1,,,C:cytoplasm,0.7,J.regia
109007171,-2.4419178382148,46.1658420327644,-3.61764970217013,0.00122701685743796,0.0263090085399152,-0.995721787407354,0.496513232445984,CDS,with_protein,11,31123109,,uncharacterized protein LOC109007171,XP_035538651.1,,,C:chloroplast,0.76,J.regia
109021202,-2.43595425769049,48.4744090401613,-5.12302363953608,2.288483242727e-05,0.00647379974288034,2.72503666306391,0.629431670148789,CDS,with_protein,2,25571301,,uncharacterized protein LOC109021202,XP_018859340.2,,,C:chloroplast,1,J.regia
121239114,-2.36416582122946,45.062077785614,-3.63833362930192,0.00116324688466031,0.0263090085399152,-0.867637847369176,0.49864768823294,CDS,with_protein,7D,7736765,7738543,uncharacterized protein LOC121239114,XP_040992185.1,108998480,14,C:nucleus,1,J.microcarpa
121237955,-2.35823261075087,44.3057716909923,-3.70748733739308,0.000972667806022218,0.0247392969399814,-0.751168332278513,0.505718422697503,CDS,with_protein,6S,19315428,19316051,21 kDa protein-like,XP_040990825.1,108984668,9,C:extracellular space,0.97,J.microcarpa
108984105,-2.30039517878589,40.6047961897589,-5.3268283102233,1.33083740224211e-05,0.00638496903285431,3.22159697398959,0.644198504738765,ncRNA,lncRNA,1,2391456,,uncharacterized LOC108984105,XR_004797810.1,,,"",,J.regia
121266284,-2.29646787949841,118.010268896947,-3.91197545269907,0.000570776858515478,0.0217791425212932,-0.331356745596245,0.526041016490888,ncRNA,lncRNA,5D,25065126,25066061,uncharacterized LOC121266284,XR_005940770.1,,"","",,J.microcarpa
108994407,-2.2911964289731,39.5824976699472,-4.06455269701884,0.000382239893856148,0.0183421764633152,0.147556558512172,0.540641551207984,CDS,with_protein,9,15226336,,homeobox-leucine zipper protein HAT4-like,XP_018825158.1,,,C:nucleus,1,J.regia
121268224,-2.2698827524793,58.694839514393,-4.9294459402465,3.83388484282829e-05,0.00874799140251793,2.24395710104784,0.614744316313521,CDS,with_protein,5S,7020822,7021466,uncharacterized protein LOC121268224 isoform X1,XP_041028318.1,108982093,4,C:chloroplast,1,J.microcarpa
121246464,-2.23845830407206,33.532136493758,-2.9100580780363,0.00722172520888121,0.0485197569636481,-2.44579922606458,0.417996018042007,CDS,with_protein,1S,29167408,29168998,uncharacterized protein LOC121246464,XP_041000573.1,109012018,12,C:chloroplast,1,J.microcarpa
121246464,-2.23845830407206,33.532136493758,-2.9100580780363,0.00722172520888121,0.0485197569636481,-2.44579922606458,0.417996018042007,CDS,with_protein,1S,29167408,29168998,uncharacterized protein LOC121246464,XP_041000574.1,109012018,12,C:chloroplast,1,J.microcarpa
121246464,-2.23845830407206,33.532136493758,-2.9100580780363,0.00722172520888121,0.0485197569636481,-2.44579922606458,0.417996018042007,CDS,with_protein,1S,29167408,29168998,uncharacterized protein LOC121246464,XP_041000575.1,109012018,12,C:chloroplast,1,J.microcarpa
109012018,-2.19341001460856,37.2683622519994,-3.32887033732161,0.00256424959441314,0.0334872149879657,-1.55888965844422,0.465763635760125,CDS,with_protein,12,30439973,,uncharacterized protein LOC109012018,XP_018848988.1,,,C:chloroplast,1,J.regia
109012018,-2.19341001460856,37.2683622519994,-3.32887033732161,0.00256424959441314,0.0334872149879657,-1.55888965844422,0.465763635760125,CDS,with_protein,12,30439973,,uncharacterized protein LOC109012018,XP_018848989.1,,,C:chloroplast,1,J.regia
109012018,-2.19341001460856,37.2683622519994,-3.32887033732161,0.00256424959441314,0.0334872149879657,-1.55888965844422,0.465763635760125,CDS,with_protein,12,30439973,,uncharacterized protein LOC109012018,XP_035539057.1,,,C:chloroplast,1,J.regia
109019296,-2.17728763046866,21.0729297574745,-3.35581013502886,0.00239552336203674,0.0332539855955853,-1.56660929594386,0.468707484576241,CDS,with_protein,12,29936142,,40S ribosomal protein S15a-1,XP_018857112.1,,,C:chloroplast,0.54,J.regia
109019296,-2.17728763046866,21.0729297574745,-3.35581013502886,0.00239552336203674,0.0332539855955853,-1.56660929594386,0.468707484576241,CDS,with_protein,12,29936142,,40S ribosomal protein S15a-1,XP_018857113.1,,,C:chloroplast,0.54,J.regia
121244700,-2.16698205178127,28.3741199733318,-3.63070494767169,0.00118638102191842,0.0263090085399152,-0.847013431035437,0.497861506573711,CDS,with_protein,8S,16872159,16872383,uncharacterized protein LOC121244700,XP_040998811.1,108993039,15,C:nucleus,1,J.microcarpa
108994425,-2.14180094030597,34.9516002650833,-4.6076448250716,9.0451748822288e-05,0.0119024621737605,1.46258090848027,0.588837525325154,CDS,with_protein,9,14444009,,F-box protein At1g67340,XP_018825186.1,,,C:nucleus,1,J.regia
108982143,-2.13762000508667,25.818897415108,-3.0430127386467,0.00522478613450055,0.0431251157467766,-2.1113565896235,0.43356766999129,CDS,with_protein,12,8537709,,two-component response regulator-like APRR9 isoform X1,XP_018808983.1,,,C:nucleus,1,J.regia
109002836,-2.10933841561566,40.1219402010267,-3.75620149278149,0.000857112743419366,0.0242852376002813,-0.624542403063058,0.510638937550668,CDS,with_protein,10,29938882,,uncharacterized protein LOC109002836,XP_018836296.1,,,C:nucleus,1,J.regia
109005433,-2.09348235434672,65.0433557229304,-3.83212527654171,0.000703308560118054,0.0230512999296203,-0.489948943927843,0.518208889614741,CDS,with_protein,7,42852182,,dormancy-associated protein homolog 4 isoform X1,XP_018839925.1,,,C:nucleus,1,J.regia
109019004,-2.08244091397257,28.2123323818804,-3.17489260477935,0.00377179682268381,0.0384858994979432,-1.87480464178148,0.448639105528502,CDS,with_protein,4,30774729,,calmodulin-binding protein 25-like,XP_018856760.1,,,C:nucleus,1,J.regia
121249291,-2.07964779969097,35.6354997090366,-4.40901988724527,0.000153500003014294,0.0145712135214304,0.964906026063447,0.571879650906534,CDS,with_protein,2D,15009652,15010269,uncharacterized protein LOC121249291,XP_041003933.1,109013280,1,C:nucleus,1,J.microcarpa
121234138,-2.06778173434607,44.2479242091356,-4.47722470611596,0.000128027409646211,0.0139207660180059,1.13708131762102,0.577787990036993,CDS,with_protein,6D,25092577,25093665,uncharacterized protein LOC121234138,XP_040985890.1,109021202,2,C:chloroplast thylakoid lumen,0.63,J.microcarpa
121246278,-2.06571738901552,39.0666562886852,-3.34672130139841,0.00245121134073512,0.033376820043892,-1.52386865534177,0.467716038419016,CDS,with_protein,1S,8193466,8197938,LOW QUALITY PROTEIN: two-component response regulator-like APRR9,XP_041000316.1,108982143,12,C:nucleus,1,J.microcarpa
108997437,-2.06190406147194,20.0670663530389,-3.01512419903479,0.0055941852844076,0.0434083393494879,-2.15251359058684,0.430332733453067,CDS,with_protein,9,19524434,,uncharacterized protein LOC108997437 isoform X1,XP_018829263.1,,,C:nucleus,1,J.regia
121243715,-2.0274129433418,50.1973017713746,-5.23881351508314,1.68155652298255e-05,0.00638496903285431,3.0147944922307,0.637907226276985,CDS,with_protein,8D,34328525,34329441,temperature-induced lipocalin-1-like,XP_040997786.1,109012906,6,C:nucleus,1,J.microcarpa
108984319,-2.0238519407814,28.5073697385423,-3.59040389787522,0.00131624210638146,0.0268023432072312,-0.930600956603702,0.493687824921478,CDS,with_protein,7,41782443,,F-box/kelch-repeat protein SKIP20-like,XP_018811782.2,,,C:nucleus,1,J.regia
121238752,-2.00770251977278,27.2540470388639,-3.02963050004279,0.00539903921798289,0.0433467638707457,-2.1369790430056,0.432017475197935,CDS,with_protein,1D,12313029,12314053,homeobox-leucine zipper protein ATHB-12,XP_040991701.1,108979130,7,C:nucleus,1,J.microcarpa
109001127,-2.00547290726283,32.3610453941319,-2.940464691164,0.00670948617595046,0.0477432248687363,-2.34701811674988,0.421590597419283,CDS,with_protein,15,20036256,,probable E3 ubiquitin-protein ligase RHY1A,XP_018833817.1,,,C:nucleus,1,J.regia
108990413,-1.99403608144516,18.502250362409,-5.25971884011391,1.59063336602275e-05,0.00638496903285431,2.70804849257468,0.639413254137493,CDS,with_protein,5,2138419,,UPF0481 protein At3g47200-like,XP_018819928.1,,,C:endomembrane system,0.99,J.regia
109006302,-1.98125529814867,42.5059531348248,-3.53055350346797,0.0015350009342343,0.0274471773697573,-1.10052445416139,0.487426069478247,ncRNA,lncRNA,1,2361577,,uncharacterized LOC109006302,XR_001998633.2,,,"",,J.regia
121256987,-1.97988575022593,38.3358704094653,-4.8930797097252,4.22442041836752e-05,0.00874799140251793,2.16030562911245,0.611911203366165,CDS,with_protein,1D,39529726,39531129,F-box/kelch-repeat protein SKIP20-like,XP_041013759.1,108984319,7,C:nucleus,1,J.microcarpa
109007892,-1.9715852327347,12.5722644677465,-3.97902562571246,0.000478712081307999,0.0202931574486674,-0.255003854552058,0.532515968107517,CDS,with_protein,12,26727803,,jacalin-related lectin 19-like isoform X1,XP_018843313.1,,,C:nucleus,1,J.regia
109020737,1.91370557909549,29.605806408194,3.3109824849881,0.00268256410933912,0.0340865183578425,-1.71393608163375,0.463800351731569,CDS,with_protein,16,25060664,,glucose-1-phosphate adenylyltransferase large subunit 1-like isoform X1,XP_035542736.1,,,C:extracellular space,0.78,J.regia
121234900,-1.90745290778016,17.7027579472511,-3.07419159024335,0.0048393846846468,0.0417623370847528,-2.0340282643277,0.437164523024185,CDS,with_protein,6D,18063231,18066447,transcription factor KUA1,XP_040986970.1,108989931,2,C:chloroplast,0.91,J.microcarpa
121234900,-1.90745290778016,17.7027579472511,-3.07419159024335,0.0048393846846468,0.0417623370847528,-2.0340282643277,0.437164523024185,CDS,with_protein,6D,18063231,18066447,transcription factor KUA1,XP_040986971.1,108989931,2,C:chloroplast,0.91,J.microcarpa
108996790,1.90443467647263,88.2674669286769,2.99645195230184,0.00585528299522466,0.0445180821368377,-2.46397912665703,0.428157527258244,CDS,with_protein,10,6550473,,36.4 kDa proline-rich protein-like,XP_035550846.1,,,C:extracellular space,0.98,J.regia
121239328,-1.90026347418952,135.877943882109,-4.34419164675245,0.000182359044514129,0.0157415390788579,0.717762735460294,0.566180069370816,CDS,with_protein,7D,10720750,10724027,tetraspanin-3-like,XP_040992486.1,108989646,14,C:plasma membrane,1,J.microcarpa
108998883,-1.87492218017992,49.4400208079124,-3.64273425388121,0.00115010273757567,0.0263090085399152,-0.992357528667728,0.499100640289817,CDS,with_protein,11,32393967,,"probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 11",XP_018831168.1,,,C:cytoplasm,0.7,J.regia
121254089,1.86404445267527,25.4251424467041,2.96741136081892,0.00628454517253949,0.0465749013648019,-2.24655087509377,0.42475963367569,CDS,with_protein,3D,6464742,6467416,monooxygenase 2-like,XP_041009986.1,108993351,13,C:organelle membrane,0.71,J.microcarpa
121254089,1.86404445267527,25.4251424467041,2.96741136081892,0.00628454517253949,0.0465749013648019,-2.24655087509377,0.42475963367569,CDS,with_protein,3D,6464742,6467416,monooxygenase 2-like,XP_041009987.1,108993351,13,C:organelle membrane,0.71,J.microcarpa
121261769,-1.85981536762549,40.2276015424529,-3.65962537801689,0.00110098388678815,0.0263090085399152,-0.814465383163,0.500835433180518,CDS,with_protein,1D,40665380,40667140,dormancy-associated protein homolog 4 isoform X1,XP_041020152.1,109005433,7,C:nucleus,1,J.microcarpa
121256745,-1.8482664530507,18.4986213255202,-3.00483701495307,0.00573662847177384,0.0440308404105828,-2.17431116328899,0.429135261362303,CDS,with_protein,3D,31819028,31820602,cytochrome P450 89A2-like,XP_041013563.1,109003786,13,C:endomembrane system,0.94,J.microcarpa
121256417,-1.83368780127872,32.0569332127162,-2.92564239900062,0.00695472161885814,0.0481610074523264,-2.48463764248017,0.419840817788573,CDS,with_protein,3D,24534544,24535275,uncharacterized protein LOC121256417,XP_041013145.1,108989742,13,C:nucleus,1,J.microcarpa
108982947,-1.83173815774497,56.2554772934583,-3.37212568955685,0.00229861067495149,0.0330751680884884,-1.56990606933681,0.470482814644261,CDS,with_protein,16,28151694,,bZIP transcription factor 46-like isoform X1,XP_018809976.2,,,C:nucleus,1,J.regia
108982947,-1.83173815774497,56.2554772934583,-3.37212568955685,0.00229861067495149,0.0330751680884884,-1.56990606933681,0.470482814644261,CDS,with_protein,16,28151694,,bZIP transcription factor 46-like isoform X1,XP_018809977.2,,,C:nucleus,1,J.regia
121262358,-1.82636950250003,240.632295730926,-4.14277757619118,0.000310945707172805,0.0178820296447161,0.203295669388829,0.547943282173881,CDS,with_protein,4S,25725314,25726877,dormancy-associated protein homolog 3-like,XP_041020741.1,109006840,8,C:nucleus,1,J.microcarpa
121266321,-1.82179723170462,33.8227028239988,-3.22239630208897,0.00335044984267871,0.0368190501616191,-1.88600508782248,0.453976453043412,CDS,with_protein,5D,5289358,5290568,stem-specific protein TSJT1-like,XP_041026048.1,108990639,3,C:chloroplast,0.93,J.microcarpa
108998480,-1.8014268989048,99.704934208789,-3.02836794979353,0.00541576235167054,0.0434083393494879,-2.46746283643748,0.431871023544627,CDS,with_protein,14,8058347,,uncharacterized protein LOC108998480,XP_018830578.1,,,C:nucleus,1,J.regia
121244589,-1.79650996979072,44.1881104655285,-3.72800321007057,0.000922253929897201,0.0244985560390388,-0.796092161808526,0.507796754286157,CDS,with_protein,8S,3717741,3718862,zinc finger CCCH domain-containing protein 23-like,XP_040998664.1,109008844,15,C:nucleus,1,J.microcarpa
108993986,1.79435756948347,293.467037034861,2.91736199770494,0.00709540006745024,0.048466462894594,-2.72027470529419,0.418861268111835,CDS,with_protein,13,29579809,,MLP-like protein 28,XP_018824604.1,,,C:cytoplasm,0.7,J.regia
121257913,-1.79058279136095,51.145507612124,-5.29823351992495,1.43586473689676e-05,0.00638496903285431,3.15439161040083,0.642168712773995,CDS,with_protein,3S,27481822,27488914,elongation factor 1-gamma isoform X1,XP_041015116.1,108983723,16,C:cytoplasm,0.7,J.microcarpa
108985986,-1.76413094326243,34.6430313968222,-3.42503803270411,0.00200972491783415,0.0310179979496078,-1.33491477972039,0.476201152394491,CDS,with_protein,4,7817778,,UDP-glycosyltransferase 86A1,XP_018814025.1,,,C:cytoplasm,0.7,J.regia
121260803,-1.76174202383921,45.2560293942347,-3.08632583446159,0.00469686464923268,0.0413618844622059,-2.31044257033939,0.438558716174108,CDS,with_protein,4D,27311013,27311516,"chaperone protein dnaJ 11, chloroplastic-like",XP_041018768.1,109000891,11,C:chloroplast outer membrane,0.86,J.microcarpa
108984073,-1.70840995020395,17.5678958105435,-3.14068792321074,0.00410621029118697,0.0397602843827594,-1.89700872170007,0.444765992736184,CDS,with_protein,10,4142705,,protein REVEILLE 1-like isoform X1,XP_018811446.1,,,C:nucleus,1,J.regia
109008362,-1.70408139231985,32.6611259672349,-3.83116458410664,0.000705074157292277,0.0230512999296203,-0.40608221473804,0.518113854588463,CDS,with_protein,6,6761227,,cytochrome P450 81C13-like,XP_018843977.1,,,C:endomembrane system,0.95,J.regia
121260984,-1.69221518475066,46.1422373866604,-3.76794824041818,0.000831325614286889,0.0240259503814987,-0.690313088143501,0.511818012458689,CDS,with_protein,4D,31049026,31051861,"probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 11",XP_041019042.1,108998883,11,C:nucleus,1,J.microcarpa
109004890,-1.689549945781,22.5563904919391,-4.22162881217856,0.000252404631297251,0.0162927189502376,0.515690829709958,0.555178869032769,CDS,with_protein,7,44778399,,transcription factor MYBS3-like,XP_018839141.2,,,C:nucleus,1,J.regia
108999247,-1.68070716934682,31.2908379267258,-3.43075102364373,0.00198072464863743,0.0308588668621824,-1.33418677641362,0.476814988172661,CDS,with_protein,2,3539212,,"probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 9",XP_018831647.1,,,C:cytoplasm,0.7,J.regia
108999247,-1.68070716934682,31.2908379267258,-3.43075102364373,0.00198072464863743,0.0308588668621824,-1.33418677641362,0.476814988172661,CDS,with_protein,2,3539212,,"probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 9",XP_018831648.1,,,C:cytoplasm,0.7,J.regia
108999247,-1.68070716934682,31.2908379267258,-3.43075102364373,0.00198072464863743,0.0308588668621824,-1.33418677641362,0.476814988172661,CDS,with_protein,2,3539212,,"probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 9",XP_018831650.1,,,C:cytoplasm,0.7,J.regia
108999247,-1.68070716934682,31.2908379267258,-3.43075102364373,0.00198072464863743,0.0308588668621824,-1.33418677641362,0.476814988172661,CDS,with_protein,2,3539212,,"probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 9",XP_018831651.1,,,C:cytoplasm,0.7,J.regia
108999247,-1.68070716934682,31.2908379267258,-3.43075102364373,0.00198072464863743,0.0308588668621824,-1.33418677641362,0.476814988172661,CDS,with_protein,2,3539212,,"probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 9",XP_018831652.1,,,C:cytoplasm,0.7,J.regia
108999247,-1.68070716934682,31.2908379267258,-3.43075102364373,0.00198072464863743,0.0308588668621824,-1.33418677641362,0.476814988172661,CDS,with_protein,2,3539212,,"probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 9",XP_018831653.1,,,C:cytoplasm,0.7,J.regia
121244940,-1.68052821216157,26.166325371124,-3.47550878149317,0.00176715030108323,0.0292185293360514,-1.19433205379424,0.481599912575801,CDS,with_protein,8S,5437256,5441755,cold-regulated protein 27-like isoform X1,XP_040999126.1,108979561,15,C:nucleus,1,J.microcarpa
121257312,1.67278665240902,203.734390989582,3.13132967012192,0.00420254652927019,0.0400109702749839,-2.28117749006545,0.44370195029837,CDS,with_protein,3S,21026187,21026791,organ-specific protein S2-like,XP_041014210.1,109015093,16,C:extracellular space,0.97,J.microcarpa
109006840,-1.66517155979177,282.877001839431,-3.63925177013656,0.00116049245908572,0.0263090085399152,-1.03348376220623,0.498742225334983,CDS,with_protein,8,28642991,,dormancy-associated protein homolog 3-like,XP_018841795.1,,,C:nucleus,1,J.regia
108989475,-1.65111586846505,48.4005195387472,-3.25852229978841,0.00306071489490971,0.0352031403783341,-1.71876584561973,0.458003024338991,CDS,with_protein,7,41145445,,homocysteine S-methyltransferase 3-like,XP_035548163.1,,,C:cytoplasm,0.7,J.regia
121260806,-1.64746624874992,39.3429728201598,-4.36193688222469,0.000173962835266577,0.0153826041321336,0.861009814167968,0.567748355888021,CDS,with_protein,4D,20181256,20182238,FCS-Like Zinc finger 8-like isoform X1,XP_041018771.1,109018407,11,C:chloroplast,0.92,J.microcarpa
121267715,-1.64279787399874,150.749167924996,-6.10337395826913,1.72430200952396e-06,0.00364813962124697,5.15981437856765,0.69441235167392,CDS,with_protein,5S,3734747,3738874,cAMP-regulated phosphoprotein 21-like,XP_041027663.1,109019756,4,C:nucleus,1,J.microcarpa
108988117,-1.63822201591155,30.8127056427053,-3.20106194408498,0.0035337601544726,0.0374953300510574,-1.84873213329766,0.45158539165756,CDS,with_protein,1,6391581,,protein REVEILLE 1-like,XP_018816785.1,,,C:nucleus,1,J.regia
108986376,-1.62978339629666,18.7284554943306,-2.98590265797592,0.00600788450571175,0.0450416892965962,-2.2182909101632,0.426925295531701,CDS,with_protein,7,50663791,,L-type lectin-domain containing receptor kinase S.4-like isoform X1,XP_018814538.2,,,C:plasma membrane,0.91,J.regia
