GeneID,logFC,AveExpr,t,P.Value,adj.P.Val,B,R,feature,class,chromosome,start,end,name,product_accession,Jr-GeneID,Jr-chromosome,Subcell_loc,Score,Parent_haplotype
121248876,3.98500381520555,1.80376038462921,5.74660199242959,4.43678851775853e-06,0.000268989723560427,3.96000755920727,0.672480958419004,CDS,with_protein,2D,20833042,20834227,desmethylxanthohumol 6'-O-methyltransferase-like,XP_041003420.1,108989061,1,C:cytoplasm,0.58,J.microcarpa
109021657,-3.96138313624214,16.5670932822592,-6.95173522862191,2.00207812191314e-07,7.17967459830518e-05,7.21399384730403,0.739686019468325,CDS,with_protein,7,38365817,,membrane protein PM19L,XP_035548604.1,,,C:endomembrane system,0.8,J.regia
109021657,-3.96138313624214,16.5670932822592,-6.95173522862191,2.00207812191314e-07,7.17967459830518e-05,7.21399384730403,0.739686019468325,CDS,with_protein,7,38365817,,membrane protein PM19L,XP_035548605.1,,,C:endomembrane system,0.8,J.regia
121248443,-3.95264890439206,28.1923742378753,-5.38066916718242,1.16504600736832e-05,0.000427293862361505,3.28497053884673,0.647983748371021,CDS,with_protein,2D,9572847,9575709,low-temperature-induced 65 kDa protein,XP_041002849.1,108998574,1,C:nucleus,1,J.microcarpa
118344489,-3.94561349988314,6.66552606973284,-6.20324064751712,1.34873052731074e-06,0.00019066412392292,5.27306300143532,0.700226582932381,CDS,with_protein,14,14438923,,cell division cycle protein 48 homolog,XP_035541057.1,,,C:cytoplasm,0.7,J.regia
108985473,3.94334146341442,0.453382995950591,2.94256482987648,0.00668812079955542,0.0206959826275792,-2.30998104218562,0.421838140110191,ncRNA,lncRNA,9,3012166,,"uncharacterized LOC108985473, transcript variant X1",XR_001995193.2,,,"",,J.regia
121262318,-3.92569768195224,23.2597772935872,-5.59797178366841,6.56031700738348e-06,0.000326394363477608,3.86433427685943,0.662784597640689,CDS,with_protein,4S,21412287,21573590,mesocentin-like isoform X1,XP_041020669.1,108981712,8,C:nucleus,1,J.microcarpa
121262318,-3.92569768195224,23.2597772935872,-5.59797178366841,6.56031700738348e-06,0.000326394363477608,3.86433427685943,0.662784597640689,CDS,with_protein,4S,21412287,21573590,mesocentin-like isoform X1,XP_041020670.1,108981712,8,C:nucleus,1,J.microcarpa
109002793,3.92325283801848,1.79778925114137,5.65618853660506,5.62750489771157e-06,0.000305824159222428,3.75824848709652,0.666623077126865,CDS,with_protein,8,1118675,,14 kDa proline-rich protein DC2.15-like,XP_018836233.2,,,C:plasma membrane,1,J.regia
121247190,-3.83532016101073,35.9410675525565,-3.4047175146666,0.00212243275459323,0.00876558917727201,-1.64351025088357,0.47401215275924,CDS,with_protein,1D,37468314,37468655,proline-rich 33 kDa extensin-related protein-like,XP_041001483.1,109007044,7,C:extracellular space,0.87,J.microcarpa
108984104,-3.70239386663172,61.2348323656139,-3.0041986044159,0.00575721619292161,0.0185443266094356,-2.61501886736395,0.429060872936569,ncRNA,lncRNA,1,2406665,,uncharacterized LOC108984104,XR_001994969.2,,,"",,J.regia
121239122,-3.66503889397013,2.43433809236492,-3.81759652864898,0.00073343591716442,0.00411680769156203,-0.433539388735072,0.5167696049924,CDS,with_protein,7D,7908733,7918266,tropinone reductase homolog At5g06060-like isoform X1,XP_040992194.1,108998463,14,C:cytoplasm,0.7,J.microcarpa
121263736,3.61407168032983,2.63279888016479,5.30892965034675,1.40904150077672e-05,0.000449458144247372,3.037566245052,0.642929561876075,CDS,with_protein,4S,1043509,1043877,14 kDa proline-rich protein DC2.15-like,XP_041022734.1,109002793,8,C:plasma membrane,1,J.microcarpa
108989061,3.41802199904767,3.26674094366876,5.36139309519156,1.22608819249544e-05,0.000436097053989419,3.18916184852403,0.646634033318568,CDS,with_protein,1,21070989,,desmethylxanthohumol 6'-O-methyltransferase-like,XP_018818080.1,,,C:cytoplasm,0.53,J.regia
109001297,-3.41536407739204,26.0534277106247,-4.54004321739439,0.000109007497650021,0.00131125365014116,1.141548733523,0.583150573253867,CDS,with_protein,1,797562,,"light-regulated protein 1, chloroplastic",XP_018834064.1,,,C:mitochondrion,0.52,J.regia
109006610,3.40555563371157,1.77746557611631,3.75809466120303,0.000856207782278424,0.00459419886501016,-0.559309509592882,0.510829158684411,CDS,with_protein,7,39601544,,early nodulin-75-like,XP_018841497.2,,,C:extracellular space,0.98,J.regia
108990866,-3.39985559977961,16.5097711009042,-5.84535401119493,3.42449505814032e-06,0.000251194495457906,4.48764127489549,0.678737830010765,CDS,with_protein,9,20678382,,geraniol 8-hydroxylase-like,XP_018820515.2,,,C:endomembrane system,0.97,J.regia
109019764,-3.38652945057725,0.858807953387552,-2.63644751225099,0.0138346468691807,0.0364649430545372,-2.87718484057048,0.384766607937499,CDS,with_protein,8,25167876,,mesocentin-like,XP_035549469.1,,,C:nucleus,1,J.regia
108998169,-3.34893868952303,2.54231608366346,-5.347918841368,1.27066051097499e-05,0.000445767043388239,3.04638452367379,0.64568694147324,ncRNA,lncRNA,15,5715457,,"uncharacterized LOC108998169, transcript variant X1",XR_004798487.1,,,"",,J.regia
109018703,3.34878454202524,1.02552455779717,3.62481707210659,0.00120875513848061,0.00584896133350248,-0.944446954617605,0.497253884979611,CDS,with_protein,4,25672386,,desmethylxanthohumol 6'-O-methyltransferase-like,XP_018856397.1,,,C:organelle membrane,0.82,J.regia
121262079,-3.27177821139681,10.3302980678475,-8.08879792164861,1.25452153358421e-08,2.18636053807005e-05,9.70371631007003,0.787779471206954,ncRNA,lncRNA,1D,43210667,43212349,uncharacterized LOC121262079,XR_005940035.1,,"","",,J.microcarpa
121251444,-3.25843920224898,4.09748575679946,-5.9314968523092,2.73373341660083e-06,0.000221339859010111,4.48302983945889,0.684077766350569,CDS,with_protein,2S,5610154,5611522,uncharacterized protein LOC121251444 isoform X1,XP_041006639.1,109007630,10,C:nucleus,1,J.microcarpa
108986768,-3.24045491306795,2.46520503516978,-3.71481196317106,0.000957944685912765,0.00497835956241623,-0.704938297527941,0.506461447839554,CDS,with_protein,16,17748020,,transcription factor WER-like,XP_018815053.1,,,C:nucleus,1,J.regia
108982636,-3.2179636234598,1.54901057630717,-3.70381552684838,0.000985621159188274,0.00507756151840408,-0.757701767757042,0.505345522564259,ncRNA,lncRNA,7,23566354,,uncharacterized LOC108982636,XR_001994738.2,,,"",,J.regia
121257776,-3.17909535997459,10.1653695280603,-5.64984388326674,5.72229692273279e-06,0.000305824159222428,4.03054481617308,0.666207298611034,CDS,with_protein,3S,27229996,27231626,cold-regulated protein 27-like,XP_041014934.1,108982950,16,C:nucleus,1,J.microcarpa
121257776,-3.17909535997459,10.1653695280603,-5.64984388326674,5.72229692273279e-06,0.000305824159222428,4.03054481617308,0.666207298611034,CDS,with_protein,3S,27229996,27231626,cold-regulated protein 27-like,XP_041014935.1,108982950,16,C:nucleus,1,J.microcarpa
121257776,-3.17909535997459,10.1653695280603,-5.64984388326674,5.72229692273279e-06,0.000305824159222428,4.03054481617308,0.666207298611034,CDS,with_protein,3S,27229996,27231626,cold-regulated protein 27-like,XP_041014936.1,108982950,16,C:nucleus,1,J.microcarpa
108981712,-3.16851971279618,1.78415164703093,-3.20127339580463,0.00354052356012055,0.0127893234701677,-1.79537733034389,0.451609138171107,CDS,with_protein,8,25299715,,epsin-like isoform X1,XP_035549459.1,,,C:nucleus,1,J.regia
109011537,3.09877898645594,7.90576962738245,6.13999900119383,1.58881583624819e-06,0.00020417827665683,5.1642057547327,0.69656066047791,CDS,with_protein,2,32961391,,pEARLI1-like lipid transfer protein 3,XP_018848335.1,,,C:plasma membrane,1,J.regia
121246549,3.09021277197655,2.47775038811261,3.74832106094233,0.000878213243579671,0.00466573373440887,-0.577319671549357,0.509846324076238,CDS,with_protein,1S,18596882,18606660,putative E3 ubiquitin-protein ligase LIN isoform X1,XP_041000655.1,108994822,12,C:chloroplast,1,J.microcarpa
108985437,-3.08496679598785,8.34865984549675,-5.94398794108387,2.64600548890599e-06,0.000221339859010111,4.72540733961293,0.684843084385313,CDS,with_protein,5,18058068,,GABA transporter 1,XP_018813271.1,,,C:plasma membrane,0.98,J.regia
121261538,3.07927043887394,2.46017922780862,4.32183321585443,0.000194612374533616,0.00183798094342034,0.74118012247499,0.564195288030299,CDS,with_protein,4D,30605794,30611288,endoplasmic reticulum-Golgi intermediate compartment protein 3-like,XP_041019895.1,109003827,8,C:endomembrane system,0.89,J.microcarpa
108991889,-3.03686966660354,17.8018386112985,-8.42134842714697,5.75939464532374e-09,1.85884462177824e-05,10.6369800243076,0.799610428520548,CDS,with_protein,7,51035148,,60S ribosomal protein L35a-1,XP_018821838.1,,,C:chloroplast,1,J.regia
108994617,2.96411836841318,2.32385975731396,4.66357896531735,7.84609410230561e-05,0.00108917284796522,1.5302158600057,0.593477802917948,CDS,with_protein,14,24679294,,putative disease resistance protein RGA3 isoform X1,XP_035541051.1,,,C:nucleus,1,J.regia
109012660,-2.96074261583136,7.88861257964433,-4.61868045428757,8.84241182886473e-05,0.00117493530686418,1.48299266512209,0.589757689965326,CDS,with_protein,2,33859840,,sodium/calcium exchanger NCL-like,XP_018849962.1,,,C:endomembrane system,0.71,J.regia
121245496,2.9534591474852,3.21494741157306,7.16579920364076,1.17388552804126e-07,5.41245077393311e-05,7.19956648299195,0.749744866062653,CDS,with_protein,1S,26461458,26464600,acyl-protein thioesterase 2-like,XP_040999487.1,108993193,12,C:chloroplast,0.61,J.microcarpa
108993193,2.94984738478495,3.17325764390319,5.93017690249005,2.74317408533058e-06,0.000221339859010111,4.49647801266301,0.683996761921397,CDS,with_protein,12,27843419,,acyl-protein thioesterase 2-like,XP_018823555.2,,,C:chloroplast,0.63,J.regia
121239123,-2.93695366982573,20.3289237015692,-6.49273824333982,6.40338572900569e-07,0.000121570161413917,6.10812130268266,0.716323463264871,CDS,with_protein,7D,7837487,7840808,tropinone reductase homolog At2g29330-like isoform X1,XP_040992199.1,108998465,14,C:cytoplasm,0.7,J.microcarpa
121252339,-2.91918801621231,11.9634696268067,-5.78557639642904,4.00535586203783e-06,0.000266541980303651,4.36779090350554,0.674967805967144,CDS,with_protein,2S,4114855,4115490,microsomal glutathione S-transferase 3,XP_041007882.1,109010098,10,C:endomembrane system,0.98,J.microcarpa
108995175,2.89559883959383,11.6015616517063,2.51283315553729,0.0183834841873242,0.0458344497602078,-3.50975795739684,0.369237633328025,CDS,with_protein,4,1624530,,pyruvate decarboxylase 1-like,XP_018826224.1,,,C:cytoplasm,0.7,J.regia
121248920,-2.88042557484235,36.9937362572057,-6.00704772397309,2.24473774482056e-06,0.000211175727733327,4.86283840320735,0.688672335838465,CDS,with_protein,1D,38891677,38895173,homocysteine S-methyltransferase 3-like,XP_041003468.1,108989475,7,C:cytoplasm,0.7,J.microcarpa
121262321,-2.87248024453339,4.6855587595323,-3.2964055443267,0.00279026422083494,0.0107135872511093,-1.59169264707909,0.462195386890075,CDS,with_protein,4S,21606797,21607623,dehydrin Rab15-like,XP_041020690.1,108981712,8,C:nucleus,1,J.microcarpa
121262321,-2.87248024453339,4.6855587595323,-3.2964055443267,0.00279026422083494,0.0107135872511093,-1.59169264707909,0.462195386890075,CDS,with_protein,4S,21606797,21607623,dehydrin Rab15-like,XP_041020691.1,108981712,8,C:nucleus,1,J.microcarpa
121254825,-2.85986724197907,390.077013474164,-4.53919316307521,0.000109254277376309,0.00131125365014116,0.718930829260968,0.583078510590736,CDS,with_protein,3D,15618537,15620312,galactinol synthase 1,XP_041010941.1,109013680,13,C:cytoplasm,0.7,J.microcarpa
121248846,2.85511512955036,5.53886189371904,4.4920566203246,0.000123845668564427,0.00138305508606581,1.17655085889294,0.579060952339987,CDS,with_protein,2D,5750460,5750988,protein RSI-1,XP_041003373.1,108988032,1,C:extracellular space,0.86,J.microcarpa
109006607,-2.84014611108362,6.12928121483137,-5.66019506806285,5.56846385068451e-06,0.000305824159222428,3.96073032841939,0.666885313481538,CDS,with_protein,16,23953904,,uncharacterized protein LOC109006607,XP_018841487.1,,,C:nucleus,1,J.regia
109006607,-2.84014611108362,6.12928121483137,-5.66019506806285,5.56846385068451e-06,0.000305824159222428,3.96073032841939,0.666885313481538,CDS,with_protein,16,23953904,,uncharacterized protein LOC109006607,XP_018841488.1,,,C:nucleus,1,J.regia
109006607,-2.84014611108362,6.12928121483137,-5.66019506806285,5.56846385068451e-06,0.000305824159222428,3.96073032841939,0.666885313481538,CDS,with_protein,16,23953904,,uncharacterized protein LOC109006607,XP_018841489.1,,,C:nucleus,1,J.regia
121256388,-2.82040388649352,7.10817251885814,-5.94357958789569,2.64882789375921e-06,0.000221339859010111,4.68622328021412,0.684818100705986,CDS,with_protein,3D,37977219,37978891,dnaJ homolog subfamily B member 7-like isoform X1,XP_041013103.1,109002110,13,C:nucleus,1,J.microcarpa
121253203,-2.80856149729582,22.546499391532,-4.83336638486138,4.99162439254048e-05,0.000836028616480326,1.81354307108145,0.607207643918222,CDS,with_protein,2S,28452625,28454716,"senescence/dehydration-associated protein At4g35985, chloroplastic-like",XP_041009087.1,109018977,10,C:cytoplasm,0.7,J.microcarpa
108984807,-2.79472257415614,1.98060338017298,-3.87288616890088,0.000634928689641653,0.00374973896764581,-0.320228018640675,0.522223438034482,ncRNA,lncRNA,2,36722389,,uncharacterized LOC108984807,XR_001995084.2,,,"",,J.regia
109020534,-2.77142813350893,12.6683519657021,-2.98475645351216,0.00603665838451109,0.0192357518953441,-2.49864252633031,0.426791267268459,ncRNA,lncRNA,1,2469864,,uncharacterized LOC109020534,XR_002000951.2,,,"",,J.regia
121250175,2.75197617216452,3.98616215487383,5.76951820687819,4.17772827390289e-06,0.000266668435101162,4.17178386668961,0.67394594976692,CDS,with_protein,2D,39607412,39608164,36.4 kDa proline-rich protein isoform X1,XP_041005101.1,108995655,1,C:extracellular space,0.99,J.microcarpa
109018791,-2.75002775592137,6.28372630964288,-5.64992980548489,5.72100249636867e-06,0.000305824159222428,3.90284800179414,0.666212933429,CDS,with_protein,11,20522959,,"2-methyl-6-phytyl-1,4-hydroquinone methyltransferase, chloroplastic-like",XP_018856523.1,,,C:mitochondrial membrane,0.6,J.regia
109018791,-2.75002775592137,6.28372630964288,-5.64992980548489,5.72100249636867e-06,0.000305824159222428,3.90284800179414,0.666212933429,CDS,with_protein,11,20522959,,"2-methyl-6-phytyl-1,4-hydroquinone methyltransferase, chloroplastic-like",XP_018856527.1,,,C:mitochondrial membrane,0.6,J.regia
109018791,-2.75002775592137,6.28372630964288,-5.64992980548489,5.72100249636867e-06,0.000305824159222428,3.90284800179414,0.666212933429,CDS,with_protein,11,20522959,,"2-methyl-6-phytyl-1,4-hydroquinone methyltransferase, chloroplastic-like",XP_035538649.1,,,C:mitochondrial membrane,0.6,J.regia
109019577,2.73384088276249,6.74976091346327,4.11134199414679,0.000339540235797739,0.00255149269158836,0.253238230548363,0.545023859688881,CDS,with_protein,15,4085326,,peamaclein-like,XP_018857441.1,,,C:extracellular space,1,J.regia
109008746,2.73067890308526,3.01195520306382,4.63362997424649,8.49739798917967e-05,0.00114750426820408,1.48209433626074,0.591000546236763,CDS,with_protein,1,35268316,,transcription factor MYB1-like,XP_018844509.1,,,C:nucleus,1,J.regia
109013680,-2.71624475507518,179.847802456536,-3.34943273607899,0.00244125367586319,0.00970338206754734,-1.97467627597744,0.468011997597001,CDS,with_protein,13,16313449,,galactinol synthase 1,XP_018851390.1,,,C:cytoplasm,0.7,J.regia
109001461,-2.66003144225141,18.6722119295239,-3.55692995525922,0.00143930130679603,0.00666687194914447,-1.35535291219327,0.490195031196073,CDS,with_protein,4,20983792,,probable leucine-rich repeat receptor-like serine/threonine-protein kinase At3g14840,XP_035545634.1,,,C:plasma membrane,0.95,J.regia
108982950,-2.62044084206937,12.58701875406,-5.05666728382913,2.75429757145925e-05,0.000632815602435966,2.53615417502073,0.624470851158852,CDS,with_protein,16,28147052,,cold-regulated protein 27-like,XP_035542520.1,,,C:nucleus,1,J.regia
121245839,2.59856776397265,24.4722790615993,4.77602064636078,5.81549591125298e-05,0.000915586002613122,1.57633081023705,0.602629667995439,CDS,with_protein,1D,25570838,25571161,putative lipid-transfer protein DIR1,XP_040999657.1,108987352,7,C:extracellular space,0.89,J.microcarpa
121249909,2.59613723061071,5.2144757516107,4.51744442913889,0.000115760893513189,0.00135124153278054,1.23753945000466,0.581230092787647,CDS,with_protein,2D,41945536,41947385,acid phosphatase 1-like,XP_041004699.1,108995965,1,C:extracellular space,0.99,J.microcarpa
121234763,2.59205225419264,5.07141729828755,4.03853329876076,0.000411294215332884,0.0028701666594311,0.089625313907657,0.538185340389966,CDS,with_protein,6D,33423760,33424242,pEARLI1-like lipid transfer protein 3,XP_040986786.1,109011537,2,C:plasma membrane,1,J.microcarpa
121244700,-2.58783775622236,28.3741199733318,-7.54072881973241,4.67124305439096e-08,3.35031932401041e-05,8.62693550572157,0.766187886885998,CDS,with_protein,8S,16872159,16872383,uncharacterized protein LOC121244700,XP_040998811.1,108993039,15,C:nucleus,1,J.microcarpa
121250042,-2.58383293628518,10.6123182383688,-4.88685973635374,4.32870026004597e-05,0.000783739526421439,2.12738149502946,0.611424261706068,ncRNA,lncRNA,2D,11304707,11311047,uncharacterized LOC121250042,XR_005937697.1,,"","",,J.microcarpa
108991653,2.58219006397492,9.38882804016056,4.5085801959732,0.00011852220360287,0.00137600867672037,1.20745201075998,0.580474132820286,CDS,with_protein,13,13304490,,thioredoxin H2-like,XP_018821523.2,,,C:chloroplast,1,J.regia
121248207,2.58153881463698,7.16940408225384,3.8882661465674,0.000609918985299413,0.00366235074428624,-0.310803990768592,0.523729264152064,CDS,with_protein,2D,6881656,6882963,vegetative cell wall protein gp1 isoform X1,XP_041002531.1,108988188,1,C:extracellular space,0.99,J.microcarpa
121259911,2.56258338675745,13.0131097961745,5.41394923257701,1.06676983933512e-05,0.000407455580645456,3.44299982151811,0.650299736716485,CDS,with_protein,4D,29137358,29138671,aspartyl protease AED3,XP_041017652.1,109006388,11,C:extracellular space,1,J.microcarpa
121266323,-2.55888685712707,24.8150436915579,-4.3831921286177,0.000165379709754894,0.00165096787607659,0.609715332673392,0.569618746189932,CDS,with_protein,5D,5299331,5300603,CBS domain-containing protein CBSX5-like,XP_041026050.1,108990631,3,C:nucleus,1,J.microcarpa
121264614,2.53333778575709,7.1945959833182,3.29620467057567,0.00279167370354236,0.0107135872511093,-1.70346102512342,0.462173238275137,CDS,with_protein,5D,33973548,33976061,pyruvate decarboxylase 1,XP_041023812.1,108994918,3,C:cytoplasm,0.7,J.microcarpa
121250784,-2.51412603148307,19.6890478290241,-5.85989254579898,3.29659532235547e-06,0.0002473492943019,4.49623991674701,0.679646713203431,CDS,with_protein,2D,35092112,35093333,transcription factor MYBS3,XP_041005934.1,109009824,1,C:nucleus,1,J.microcarpa
109019004,-2.51006469959393,28.2123323818804,-6.78912976690716,3.01422263434214e-07,8.84400322939934e-05,6.80147811243841,0.731698218331717,CDS,with_protein,4,30774729,,calmodulin-binding protein 25-like,XP_018856760.1,,,C:nucleus,1,J.regia
108988188,2.50864987356199,17.9796169571872,4.52284405327294,0.000114110336124788,0.00134412813811224,1.07543505813062,0.581689847595149,CDS,with_protein,1,7016075,,vegetative cell wall protein gp1,XP_018816884.1,,,C:extracellular space,0.99,J.regia
108984526,2.48941361958301,4.15535132695421,4.61697928280209,8.88254732377567e-05,0.00117493530686418,1.46933233470571,0.589615993626601,CDS,with_protein,11,28038162,,probable alpha-amylase 2,XP_018812060.2,,,C:nucleus,1,J.regia
108995965,2.48566584568539,5.85044127647318,5.34116411488872,1.29361519347697e-05,0.000445796668854708,3.23440136032932,0.645211034131809,CDS,with_protein,1,43593906,,acid phosphatase 1,XP_018827195.2,,,C:plasma membrane,0.57,J.regia
109003891,-2.47965059373641,3.54436062968237,-2.50647947287946,0.0186511443456019,0.0462694607036358,-3.16928603224803,0.368430887225202,CDS,with_protein,1,19841559,,uncharacterized protein LOC109003891,XP_018837775.1,,,C:nucleus,1,J.regia
121249497,-2.47774418377084,7.57395943535489,-3.26719588312998,0.00300259541565441,0.0112619136595289,-1.72974190350281,0.458965606074062,CDS,with_protein,1D,48387469,48387948,17.8 kDa class I heat shock protein-like,XP_041004158.1,108991754,7,C:chloroplast,1,J.microcarpa
109011509,-2.46427466731201,58.6181985995906,-3.53875660140181,0.00150795675704643,0.00687905361606692,-1.50301270817983,0.488288801766656,CDS,with_protein,4,30295206,,uncharacterized protein LOC109011509,XP_018848297.1,,,C:nucleus,1,J.regia
109020562,2.45802564870289,2.67335603839743,2.91648949089631,0.00712356364629352,0.0216796809697429,-2.4006960215956,0.418757967560032,CDS,with_protein,13,1710639,,serine carboxypeptidase-like 7,XP_035539930.1,,,C:extracellular space,1,J.regia
121244088,2.45549707214388,4.57364968198536,3.34285943571596,0.00248210982120093,0.00983549349039411,-1.51549158054885,0.467294235366359,CDS,with_protein,8S,4062591,4063026,peamaclein-like,XP_040998066.1,109019577,15,C:extracellular space,1,J.microcarpa
121254762,2.45539294172026,9.73798152262665,3.95146378334325,0.000516930927786945,0.00329722246923392,-0.162391321370672,0.529865547072567,CDS,with_protein,3D,13026378,13026948,thioredoxin H2-like,XP_041010845.1,108991653,13,C:chloroplast,0.88,J.microcarpa
121246460,-2.44096812155124,17.7396840951209,-4.13538886356021,0.000318675169270648,0.00247292057652594,0.143156587959644,0.54725888290184,CDS,with_protein,1S,29170600,29171270,uncharacterized protein LOC121246460,XP_041000568.1,109012017,12,C:nucleus,1,J.microcarpa
109006388,2.44056076002522,12.1187276664714,6.09605249268944,1.78077656099769e-06,0.000204323953565158,5.12714818944559,0.693980656434167,CDS,with_protein,11,30545996,,aspartyl protease AED3,XP_018841201.1,,,C:extracellular space,1,J.regia
109012153,2.43282071044248,2.72507127134818,3.26780193165728,0.00299803574979123,0.01125134928192,-1.65315284532339,0.459032804150522,CDS,with_protein,15,1648481,,"stearoyl-[acyl-carrier-protein] 9-desaturase 6, chloroplastic",XP_018849207.1,,,C:mitochondrion,0.94,J.regia
121261192,-2.42555160693343,10.5199801408822,-6.10155068318206,1.75552797088634e-06,0.000204323953565158,5.13330034565153,0.694304916026889,CDS,with_protein,1D,42422863,42423878,uncharacterized protein LOC121261192,XP_041019368.1,108981955,7,C:nucleus,1,J.microcarpa
108993401,-2.4167243755197,38.0260487313117,-3.47557436632038,0.00177233384885992,0.00773001013134513,-1.65051646837439,0.481606892722441,CDS,with_protein,4,26437653,,protein PYRICULARIA ORYZAE RESISTANCE 21-like,XP_035545557.1,,,C:nucleus,1,J.regia
109020529,-2.40422445171837,13.9670916205825,-5.76796797435463,4.19476076051353e-06,0.000266668435101162,4.31742301216993,0.67384709607391,CDS,with_protein,8,5795802,,"beta carbonic anhydrase 5, chloroplastic-like",XP_018858553.1,,,C:chloroplast thylakoid membrane,0.81,J.regia
108996798,-2.38977301902887,2.19524855812114,-2.99271187422499,0.00592078862755966,0.0189576290791288,-2.20548403684674,0.427720932534094,CDS,with_protein,6,2953518,,wall-associated receptor kinase 2-like,XP_018828352.1,,,C:plasma membrane,0.94,J.regia
108996798,-2.38977301902887,2.19524855812114,-2.99271187422499,0.00592078862755966,0.0189576290791288,-2.20548403684674,0.427720932534094,CDS,with_protein,6,2953518,,wall-associated receptor kinase 2-like,XP_018828354.1,,,C:plasma membrane,0.94,J.regia
108996798,-2.38977301902887,2.19524855812114,-2.99271187422499,0.00592078862755966,0.0189576290791288,-2.20548403684674,0.427720932534094,CDS,with_protein,6,2953518,,wall-associated receptor kinase 2-like,XP_035546433.1,,,C:plasma membrane,0.94,J.regia
